xmeas_1,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11
0.22619,3721.3,4478.0,9.4492,27.501,42.979,2703.0,75.067,120.41,0.3403,80.427,50.116,2631.2,25.796,49.941,3102.0,22.988,66.474,246.86,341.35,94.552,77.557,63.072,53.913,22.536,59.015,22.083,40.201,38.44,46.396,52.011,41.965,17.931
0.22747,3716.0,4509.3,9.4474,27.11,42.502,2700.8,74.692,120.41,0.33885,80.253,49.097,2629.8,26.015,48.775,3099.5,22.558,66.471,246.67,341.93,94.389,77.124,63.162,53.537,22.41,60.429,22.167,40.379,35.443,43.699,51.624,41.258,18.985
0.27114,3650.1,4537.4,9.2835,26.813,42.425,2701.1,75.546,120.41,0.31973,80.061,49.316,2629.3,26.755,50.172,3096.8,23.589,66.421,247.89,341.79,94.658,76.944,62.543,53.694,26.27,63.463,22.404,38.479,36.086,46.932,51.427,41.394,16.569
0.27002,3610.9,4540.5,9.4056,26.995,42.075,2699.8,74.758,120.39,0.32081,79.935,50.385,2628.4,25.497,50.848,3096.8,22.901,66.377,243.93,342.35,94.575,77.107,63.217,53.656,26.379,61.285,22.338,38.347,39.234,48.496,51.697,40.972,18.215
0.2272,3604.6,4550.5,9.3645,26.912,42.482,2700.7,74.617,120.36,0.34039,79.861,49.018,2629.6,25.269,49.945,3096.5,22.515,66.275,246.69,342.11,94.797,77.303,62.79,54.176,22.109,61.174,22.456,40.783,35.21,46.406,51.369,40.407,19.135
0.22551,3635.9,4541.6,9.3205,27.327,42.399,2701.0,74.716,120.37,0.34158,79.84,49.736,2629.8,24.179,49.434,3097.8,23.132,66.232,244.95,342.1,94.728,77.319,62.253,54.283,22.275,62.599,22.607,40.636,37.322,45.224,51.444,40.149,17.684
0.22006,3673.7,4505.2,9.3831,26.848,42.074,2706.6,74.981,120.39,0.33615,80.25,48.932,2635.3,23.115,50.923,3101.3,23.022,66.229,247.0,342.31,94.706,78.047,62.381,53.596,21.695,61.58,22.555,40.245,34.957,48.67,51.526,40.841,17.881
0.22134,3624.7,4498.5,9.4201,26.857,42.82,2709.7,75.336,120.41,0.34253,80.657,50.597,2637.8,23.543,50.638,3106.3,23.836,66.372,244.82,342.05,94.4,78.201,63.225,53.677,21.569,62.497,22.375,39.467,39.855,48.011,51.779,41.132,15.887
0.24875,3639.1,4493.1,9.3516,26.853,42.664,2709.8,75.599,120.42,0.34788,80.703,49.656,2638.6,24.016,51.282,3108.7,23.335,66.53,245.4,341.87,94.6,77.697,63.669,53.895,24.749,62.136,22.135,41.627,37.086,49.502,51.778,41.843,17.07
0.25057,3682.3,4484.2,9.3371,26.961,42.317,2705.1,76.264,120.39,0.34964,80.22,50.952,2634.2,25.194,48.716,3104.1,22.684,66.538,245.23,341.8,94.462,76.783,62.925,54.002,24.57,60.761,21.964,41.413,40.9,43.563,51.85,40.784,18.687
0.22919,3665.0,4515.1,9.4185,26.822,42.204,2702.0,75.056,120.4,0.35783,79.849,49.608,2631.5,25.453,48.911,3099.2,22.955,66.437,245.23,342.38,94.655,76.982,63.257,54.429,22.167,61.612,22.216,43.025,36.948,44.014,51.914,41.718,18.069
0.2269,3686.0,4588.3,9.2679,27.232,42.699,2703.9,74.725,120.4,0.36216,80.033,49.312,2633.0,25.963,47.419,3100.6,22.917,66.32,248.36,342.27,94.592,77.558,62.897,53.553,22.392,64.331,22.46,42.497,36.074,40.562,51.33,41.047,18.121
0.2558,3679.4,4500.7,9.3467,26.474,42.35,2707.2,74.531,120.42,0.33289,80.191,50.967,2636.1,23.428,49.552,3102.1,23.172,66.336,245.55,342.08,94.568,77.43,63.0,53.906,25.171,61.253,22.39,38.887,40.945,45.496,51.483,41.237,17.519
0.25571,3639.7,4485.6,9.4021,26.76,42.139,2706.2,74.615,120.4,0.33044,80.11,50.038,2634.8,24.233,49.787,3102.5,22.618,66.346,243.97,341.95,94.547,77.377,63.682,54.086,25.18,60.723,22.394,39.186,38.211,46.042,51.525,41.671,18.836
0.2189,3700.1,4523.1,9.4173,27.184,42.36,2705.7,75.355,120.38,0.34781,80.157,49.908,2634.4,25.699,49.562,3102.9,23.062,66.328,247.39,342.2,94.543,77.299,63.107,54.151,21.596,60.96,22.543,41.715,37.828,45.521,51.123,40.532,17.792
0.21911,3689.7,4513.6,9.3222,26.951,42.503,2704.9,75.377,120.41,0.34856,80.168,48.609,2633.7,24.406,49.341,3101.2,22.719,66.316,245.31,342.33,94.538,77.323,63.286,54.264,21.576,59.145,22.45,41.622,34.007,45.01,51.21,41.122,18.602
0.19607,3672.3,4496.9,9.3655,26.953,42.26,2701.0,74.935,120.38,0.33506,79.952,48.457,2629.4,24.799,48.725,3098.5,23.628,66.316,241.85,341.61,94.594,76.855,63.598,53.94,18.952,63.112,22.182,39.982,33.56,43.583,51.171,41.143,16.49
0.19457,3702.1,4489.7,9.3424,26.929,42.335,2699.0,74.994,120.37,0.33257,79.858,49.912,2627.3,25.549,51.453,3096.2,23.411,66.21,243.97,341.72,94.632,77.51,63.085,54.027,19.099,63.237,22.155,40.285,37.842,49.896,50.786,40.783,16.981
0.26474,3703.2,4454.5,9.3056,26.738,41.998,2701.4,75.209,120.42,0.33343,80.07,49.798,2630.3,23.517,49.091,3098.5,23.808,66.196,240.91,341.12,94.503,77.261,64.107,54.158,25.985,59.154,22.076,39.605,37.504,44.429,50.859,41.715,16.051
0.26552,3702.6,4463.7,9.3639,26.908,42.441,2704.4,74.463,120.43,0.33038,80.315,50.099,2633.2,23.859,49.722,3100.4,23.09,66.208,243.41,341.1,94.417,77.415,64.118,54.048,25.908,62.856,22.344,39.977,38.393,45.891,50.434,41.588,17.739
0.24737,3628.4,4504.0,9.2884,26.877,42.486,2701.1,75.932,120.38,0.32673,80.181,49.956,2630.0,26.417,51.066,3099.5,23.488,66.255,241.06,340.85,94.54,77.237,63.225,54.02,24.134,61.61,22.021,39.196,37.972,49.001,50.438,40.879,16.807
0.24759,3677.5,4532.6,9.3426,27.123,42.604,2705.2,74.95,120.44,0.32679,80.465,49.825,2634.4,25.553,50.903,3100.5,22.829,66.277,243.28,341.61,94.597,77.935,62.381,53.677,24.112,61.198,22.571,39.188,37.584,48.623,50.166,42.108,18.305
0.26077,3657.0,4483.3,9.4398,26.758,42.383,2704.9,75.653,120.4,0.3366,80.445,50.904,2633.7,25.847,50.856,3101.5,22.517,66.35,240.17,341.28,94.495,77.376,63.47,53.357,25.671,60.521,22.182,40.042,40.761,48.516,50.292,41.496,19.065
0.26024,3661.3,4452.3,9.1937,26.868,42.252,2702.1,75.172,120.38,0.33574,80.217,49.67,2630.8,25.216,48.857,3099.4,22.902,66.323,240.23,341.67,94.641,77.065,63.396,53.727,25.723,63.249,22.313,40.146,37.13,43.889,50.139,41.281,18.179
0.2316,3654.8,4576.2,9.3527,26.907,42.022,2702.6,74.442,120.38,0.31148,80.174,47.906,2631.7,23.615,50.32,3099.3,22.751,66.256,239.99,341.82,94.544,77.248,62.781,54.327,22.866,61.358,22.181,37.61,31.939,47.274,50.015,40.408,18.534
0.23339,3632.8,4554.9,9.4219,27.255,42.017,2701.9,76.085,120.4,0.31416,80.015,49.019,2630.7,24.13,49.751,3099.0,23.587,66.209,237.96,341.13,94.797,76.882,63.16,54.582,22.691,59.197,21.99,37.283,35.212,45.958,50.054,41.277,16.583
0.25472,3679.1,4510.5,9.3628,26.962,42.62,2699.3,74.901,120.37,0.34721,79.841,48.302,2627.7,26.71,50.299,3098.5,22.334,66.131,240.69,340.88,94.662,76.987,63.457,54.397,25.235,61.013,21.738,42.149,33.104,47.225,49.909,40.434,19.585
0.25623,3671.0,4524.1,9.3893,27.201,42.062,2702.0,75.016,120.41,0.34985,80.058,51.843,2631.4,24.384,50.004,3099.1,23.347,66.062,238.68,341.36,94.604,77.919,63.597,54.235,25.087,60.791,22.362,41.826,43.524,46.544,50.054,41.091,17.119
0.19485,3694.9,4514.5,9.3183,26.72,42.163,2703.0,74.648,120.38,0.33331,80.338,47.923,2632.2,25.889,49.223,3101.4,23.186,66.131,240.1,341.02,94.55,77.328,62.288,54.452,18.901,59.696,21.952,38.476,31.989,44.735,49.888,41.533,17.513
0.19502,3668.6,4563.0,9.2419,26.622,42.174,2701.3,76.538,120.37,0.32834,80.24,49.527,2629.5,24.315,49.409,3098.7,23.326,66.165,237.82,340.42,94.673,76.979,62.742,53.872,18.884,63.233,21.603,39.083,36.709,45.166,50.049,41.129,17.207
0.2589,3681.2,4502.9,9.336,26.46,42.448,2699.3,75.552,120.4,0.33207,80.089,49.149,2627.7,25.164,48.956,3099.3,22.693,66.139,237.21,340.22,94.762,77.169,62.462,53.596,25.704,60.469,21.445,39.973,35.594,44.118,50.066,40.673,18.716
0.26045,3657.9,4470.7,9.4391,26.705,41.956,2701.0,74.859,120.41,0.33555,80.098,52.851,2628.8,26.057,48.482,3100.0,23.745,66.081,236.26,339.99,94.65,77.329,62.862,53.982,25.551,60.797,21.613,39.549,46.489,43.02,49.531,40.951,16.214
0.267,3646.7,4488.0,9.3316,27.395,42.51,2702.9,74.526,120.39,0.32584,80.186,50.915,2631.2,25.449,50.104,3101.3,23.895,66.076,236.87,340.59,94.715,77.274,62.642,53.935,26.136,62.613,22.092,38.455,40.793,46.774,49.189,40.631,15.863
0.26593,3635.8,4517.8,9.4649,26.721,42.378,2704.8,75.048,120.4,0.32728,80.184,49.92,2633.1,24.076,49.787,3102.3,23.515,66.039,237.22,340.46,94.643,77.039,62.83,53.578,26.241,59.167,22.015,38.279,37.864,46.041,48.868,40.146,16.779
0.2488,3628.1,4510.7,9.3326,26.579,42.589,2704.7,75.151,120.4,0.33103,80.177,49.64,2633.0,26.236,48.139,3101.7,23.92,66.011,235.63,341.1,94.678,77.133,63.021,54.102,24.482,61.805,22.208,39.429,37.042,42.226,48.722,40.938,15.813
0.24834,3641.0,4506.7,9.2721,26.69,42.316,2705.7,74.822,120.4,0.33038,80.187,48.474,2634.3,24.748,51.586,3102.1,23.517,65.991,235.84,340.86,94.648,77.326,62.799,54.15,24.527,62.395,22.218,39.509,33.61,50.205,48.419,40.428,16.759
0.25782,3653.4,4477.7,9.2862,27.129,42.188,2704.9,75.443,120.41,0.35207,80.196,51.777,2633.3,26.16,49.381,3103.3,23.394,65.962,233.97,340.66,94.733,77.308,62.733,53.317,25.217,62.346,21.969,41.844,43.33,45.102,48.403,40.866,17.044
0.25799,3668.8,4490.7,9.3182,26.826,42.168,2704.9,74.939,120.4,0.35336,80.231,50.902,2633.8,24.461,48.67,3100.8,23.146,65.934,232.89,340.9,94.548,77.485,62.467,53.161,25.199,60.59,22.203,41.686,40.753,43.455,48.259,41.308,17.616
0.24839,3649.3,4541.5,9.4203,26.649,42.393,2704.4,74.208,120.41,0.32255,80.089,50.411,2632.9,27.847,48.242,3101.5,22.69,65.908,233.97,341.31,94.769,77.054,62.61,53.966,24.617,60.541,21.875,38.169,39.308,42.465,47.925,41.27,18.739
0.25108,3635.2,4511.1,9.4156,26.862,42.434,2705.7,74.36,120.38,0.31898,80.131,49.434,2634.3,24.05,49.317,3102.7,23.445,65.849,230.76,341.1,94.577,77.297,62.853,54.331,24.353,59.113,22.292,38.605,36.433,44.954,47.977,40.428,16.936
0.24207,3672.3,4487.4,9.211,26.75,42.128,2706.3,75.091,120.43,0.32464,80.087,49.991,2635.2,24.908,49.271,3102.9,22.954,65.806,231.47,341.2,94.607,77.173,63.081,53.138,23.991,64.586,22.323,38.925,38.074,44.848,47.679,41.57,18.109
0.24275,3656.0,4473.1,9.3513,26.92,42.229,2705.5,75.392,120.41,0.32858,80.055,50.33,2633.7,25.883,49.835,3103.4,22.529,65.792,233.67,341.27,94.653,77.376,63.362,53.309,23.924,60.243,22.173,38.443,39.072,46.153,47.959,40.753,19.107
0.24149,3690.1,4471.7,9.2558,26.983,42.272,2707.5,76.05,120.41,0.3368,80.228,49.456,2635.9,23.322,50.634,3103.7,22.783,65.799,232.65,341.4,94.444,77.597,63.293,54.029,24.081,61.393,22.494,39.672,36.498,48.001,48.126,41.978,18.484
0.24407,3665.7,4476.8,9.3131,26.74,42.247,2707.9,74.428,120.42,0.33592,80.414,49.58,2636.3,23.239,47.772,3104.7,22.859,65.843,230.4,341.74,94.585,77.603,63.712,53.967,23.826,63.146,22.249,39.78,36.864,41.378,48.396,40.918,18.28
0.20887,3691.0,4486.9,9.2417,26.636,42.573,2703.3,75.102,120.39,0.33902,80.11,51.799,2632.5,24.704,51.723,3101.1,22.285,65.885,233.04,341.41,94.42,76.764,62.967,53.6,20.822,60.231,22.033,40.608,43.394,50.522,48.232,41.069,19.708
0.21114,3706.2,4470.2,9.2796,27.117,42.143,2699.2,74.477,120.4,0.33601,79.794,50.436,2627.6,25.085,51.888,3097.7,22.263,65.844,233.24,341.26,94.728,76.918,62.706,53.8,20.598,62.679,22.035,40.976,39.385,50.904,48.288,41.025,19.784
0.23379,3595.7,4439.5,9.3065,27.004,42.424,2702.0,75.022,120.39,0.31614,80.034,49.415,2630.4,26.525,50.23,3097.4,22.519,65.798,231.96,341.18,94.628,77.253,62.595,53.568,23.042,62.877,22.467,38.557,36.379,47.067,48.193,40.85,19.154
0.23272,3587.5,4494.2,9.3377,26.862,42.424,2704.9,74.955,120.37,0.32118,80.245,50.356,2633.7,26.123,50.251,3099.6,23.303,65.814,233.56,341.26,94.842,77.278,62.736,52.913,23.148,61.005,22.586,37.942,39.148,47.114,47.998,40.463,17.274
0.23426,3634.8,4494.3,9.2413,27.04,42.541,2704.5,73.903,120.36,0.31504,80.186,50.821,2633.3,25.258,51.218,3101.9,21.909,65.854,233.03,341.01,94.751,77.365,62.085,53.509,22.744,62.602,21.976,38.602,40.515,49.352,47.992,40.792,20.575
0.23111,3595.2,4447.1,9.2817,26.81,42.05,2706.9,74.342,120.38,0.31796,80.185,50.363,2635.9,25.046,49.58,3102.3,22.822,65.84,231.41,341.66,94.785,77.349,62.767,54.075,23.055,62.131,22.349,38.245,39.17,45.563,48.084,40.346,18.407
0.27627,3610.1,4495.1,9.3081,26.778,42.628,2708.5,75.092,120.41,0.33576,80.222,51.309,2636.9,24.355,50.687,3104.9,21.885,65.848,233.43,341.76,94.712,77.562,62.763,52.997,27.051,61.204,22.391,40.646,41.951,48.125,47.851,40.929,20.606
0.27551,3591.2,4449.9,9.3912,26.832,42.578,2707.9,75.017,120.4,0.34151,79.959,51.313,2636.4,26.051,51.116,3104.2,23.054,65.825,232.12,341.39,94.764,77.002,63.089,53.537,27.126,61.312,22.334,39.945,41.963,49.116,48.117,40.871,17.893
0.21348,3696.7,4476.0,9.3922,27.207,42.556,2709.3,74.743,120.42,0.31631,80.055,48.836,2638.8,25.865,49.749,3106.0,22.872,65.773,233.32,341.82,94.643,77.7,63.304,54.24,20.809,62.767,22.574,37.812,34.674,45.954,48.051,41.106,18.273
0.21123,3707.7,4482.1,9.3862,26.769,42.258,2713.0,75.265,120.43,0.31786,80.317,50.08,2641.9,25.292,50.265,3109.8,22.838,65.82,233.4,342.06,94.461,77.507,63.114,54.167,21.03,60.997,22.378,37.623,38.336,47.148,48.079,41.847,18.334
0.2182,3749.1,4543.1,9.3312,27.108,42.414,2712.6,74.933,120.43,0.3032,80.228,48.612,2640.9,25.974,50.036,3111.5,22.537,65.88,231.66,341.35,94.46,77.207,63.602,54.105,21.35,60.181,22.243,36.492,34.016,46.618,48.266,41.562,19.061
0.2176,3751.8,4530.8,9.2245,26.759,42.184,2710.9,74.959,120.41,0.30571,80.132,50.023,2640.0,25.572,50.006,3110.0,22.296,65.866,232.2,341.58,94.253,77.198,63.556,54.251,21.409,62.466,22.076,36.186,38.169,46.548,48.254,41.427,19.632
0.27637,3635.6,4570.6,9.3515,27.064,42.3,2707.8,74.336,120.37,0.33187,79.792,50.086,2636.0,25.024,50.55,3106.0,23.176,65.813,232.8,341.49,94.625,76.881,62.373,53.481,27.546,61.416,22.173,38.988,38.354,47.808,48.365,41.12,17.592
0.27666,3636.7,4520.0,9.3692,26.896,42.189,2708.2,75.223,120.39,0.32717,79.654,49.416,2636.3,26.357,49.104,3106.0,23.812,65.749,235.23,341.71,94.658,77.106,62.353,54.087,27.517,60.18,22.121,39.562,36.383,44.461,48.25,41.076,16.097
0.23597,3644.4,4489.4,9.4436,27.005,42.632,2711.2,74.37,120.39,0.30296,79.842,51.385,2640.6,27.207,49.946,3107.7,22.026,65.703,234.95,342.0,94.704,77.254,62.399,54.218,22.986,61.973,22.689,35.666,42.176,46.409,48.372,40.611,20.325
0.23341,3604.6,4507.1,9.3609,26.751,42.24,2716.4,75.037,120.41,0.30658,80.09,49.115,2646.1,25.149,50.471,3109.8,21.759,65.705,234.81,342.54,94.578,77.481,63.084,54.007,23.239,60.407,22.87,35.224,35.496,47.624,48.483,41.514,20.936
0.25507,3653.2,4494.5,9.5359,27.026,42.239,2716.1,74.666,120.41,0.34208,80.066,48.872,2646.2,25.119,50.066,3111.7,23.351,65.77,232.5,342.61,94.671,77.382,63.545,54.003,24.894,59.935,22.752,39.911,34.78,46.687,48.781,41.558,17.152
0.25435,3677.1,4501.8,9.2838,26.712,42.087,2715.0,74.853,120.39,0.33977,79.972,48.216,2644.2,26.081,49.737,3112.5,22.221,65.812,234.74,341.7,94.505,77.296,63.134,53.915,24.964,62.293,22.15,40.193,32.85,45.925,48.432,41.38,19.839
0.24296,3665.8,4494.9,9.3668,27.111,42.615,2713.8,75.536,120.4,0.34336,79.877,50.77,2642.3,25.089,53.006,3110.0,22.605,65.783,234.78,342.24,94.665,77.115,63.392,53.764,24.107,61.677,22.639,40.959,40.367,53.49,48.418,41.118,18.944
0.24584,3681.4,4497.5,9.3348,27.264,42.52,2710.5,75.054,120.39,0.34165,79.678,49.635,2638.5,24.828,47.457,3108.7,22.92,65.75,235.52,342.26,94.442,76.768,63.122,53.733,23.824,60.346,22.39,41.167,37.026,40.648,48.344,41.101,18.241
0.22718,3658.5,4492.6,9.2476,27.101,42.32,2711.4,75.169,120.4,0.32308,79.737,48.208,2641.1,25.663,50.853,3105.7,23.663,65.692,235.04,342.91,94.737,77.24,62.597,53.575,22.064,63.734,22.927,38.666,32.828,48.508,48.381,40.909,16.457
0.227,3608.7,4536.3,9.3582,27.028,42.179,2713.9,74.556,120.4,0.32689,80.06,50.334,2643.8,24.361,49.456,3109.0,22.541,65.723,233.71,342.38,94.515,77.319,63.453,53.052,22.082,62.185,22.844,38.202,39.084,45.276,48.49,41.51,19.091
0.20642,3645.9,4524.8,9.3592,27.29,43.04,2712.1,74.511,120.37,0.33514,79.881,48.774,2640.2,26.008,49.54,3109.0,23.082,65.759,232.16,341.83,94.717,77.011,62.766,54.086,20.65,62.704,22.653,39.991,34.492,45.47,48.455,40.264,17.836
0.20913,3638.4,4536.2,9.3379,27.024,42.62,2711.7,75.258,120.4,0.33831,79.853,50.405,2640.9,25.592,51.588,3107.5,23.675,65.742,233.47,342.27,94.66,77.403,62.895,53.95,20.384,65.091,22.699,39.604,39.293,50.209,48.258,41.231,16.408
0.25527,3675.4,4491.8,9.3869,26.804,42.228,2716.7,75.341,120.44,0.30384,80.154,49.787,2645.6,26.057,48.264,3111.8,22.738,65.757,233.6,342.24,94.509,77.395,63.482,53.963,25.169,61.276,22.715,35.9,37.474,42.517,48.164,41.897,18.615
0.25606,3687.8,4475.6,9.4912,26.888,42.127,2714.9,75.371,120.4,0.30411,79.929,51.949,2643.8,25.931,48.387,3112.2,21.998,65.783,234.12,342.41,94.541,76.979,63.267,54.157,25.091,61.615,22.474,35.867,43.836,42.802,48.035,41.557,20.404
0.26663,3672.0,4545.5,9.4557,27.018,42.507,2716.2,74.664,120.41,0.3082,79.942,50.075,2645.7,24.677,47.718,3112.2,22.849,65.733,233.74,342.49,94.353,77.643,63.826,54.161,26.125,59.673,22.907,36.666,38.321,41.252,47.991,40.775,18.339
0.26561,3685.1,4534.6,9.355,26.88,42.361,2717.0,74.38,120.4,0.30978,79.993,51.178,2645.7,23.522,49.457,3114.1,23.916,65.749,232.16,341.8,94.481,77.419,63.601,54.291,26.224,61.837,22.452,36.472,41.568,45.278,47.977,41.277,15.815
0.23425,3689.8,4545.5,9.4185,26.741,42.15,2716.5,74.628,120.41,0.33899,80.071,50.243,2645.2,25.386,51.338,3113.0,22.59,65.758,235.22,342.52,94.453,77.373,62.915,54.245,23.007,60.824,22.466,39.822,38.815,49.63,47.591,41.288,18.951
0.2351,3665.0,4517.8,9.3123,27.043,42.551,2714.1,75.786,120.4,0.3345,79.925,49.777,2642.5,24.307,50.192,3111.1,22.607,65.749,233.48,342.02,94.563,76.905,63.341,54.577,22.924,61.293,22.655,40.369,37.444,46.977,47.633,40.96,18.948
0.2368,3697.2,4528.4,9.1995,26.993,42.315,2712.2,74.584,120.39,0.32976,79.779,50.667,2640.8,24.879,48.912,3108.5,23.795,65.723,232.22,342.26,94.556,77.028,62.982,54.201,23.301,61.549,22.43,38.887,40.062,44.017,47.634,41.218,16.134
0.23825,3643.9,4532.9,9.297,27.346,42.229,2711.6,75.527,120.41,0.33111,79.766,48.346,2640.4,24.686,50.466,3107.6,22.855,65.679,231.0,341.72,94.581,76.927,63.899,54.146,23.158,62.72,22.821,38.722,33.232,47.614,47.634,41.285,18.386
0.22495,3686.7,4592.9,9.3813,26.944,42.291,2710.5,75.575,120.39,0.33672,79.717,50.874,2640.0,24.345,49.178,3106.8,24.239,65.619,231.48,341.55,94.625,77.061,63.228,54.074,21.966,59.131,22.64,40.211,40.672,44.631,47.453,40.741,15.105
0.22498,3672.3,4536.4,9.3245,26.64,42.284,2709.8,75.614,120.39,0.33847,79.783,51.718,2638.5,25.312,50.181,3106.1,22.982,65.584,230.62,341.67,94.52,76.875,63.476,54.75,21.963,59.973,22.27,39.996,43.155,46.952,47.409,41.555,18.113
0.26198,3688.3,4497.3,9.3131,27.0,42.297,2709.6,75.495,120.39,0.31152,79.841,52.242,2638.6,24.664,49.531,3108.0,24.051,65.581,231.16,340.94,94.718,77.369,62.56,54.404,25.924,59.39,22.165,36.826,44.696,45.448,47.241,40.979,15.543
0.26247,3683.1,4548.3,9.2738,27.04,42.392,2712.1,74.975,120.37,0.3118,80.01,49.992,2640.3,24.84,50.094,3108.8,22.221,65.604,230.36,340.83,94.511,77.467,62.65,53.793,25.876,61.557,22.436,36.792,38.076,46.751,47.191,40.579,19.875
0.24559,3643.4,4534.3,9.2457,26.93,42.023,2712.3,76.429,120.41,0.3267,80.103,49.449,2641.2,25.477,50.673,3109.8,22.576,65.662,228.28,340.92,94.721,77.264,63.28,54.414,24.474,59.462,22.306,39.305,36.478,48.092,47.251,41.056,19.031
0.24632,3680.9,4538.6,9.3829,26.846,42.295,2709.9,76.059,120.39,0.3278,79.96,51.833,2638.6,24.006,49.698,3107.9,22.993,65.667,229.24,340.74,94.507,76.868,62.636,54.362,24.403,61.995,22.197,39.171,43.495,45.836,47.472,40.817,18.079
0.27902,3653.4,4474.4,9.2148,26.725,41.825,2708.2,75.202,120.39,0.32473,79.765,49.999,2636.5,25.839,52.613,3105.6,22.593,65.643,230.69,340.72,94.859,76.962,62.362,53.655,27.694,62.421,22.031,38.893,38.098,52.582,47.409,40.317,19.042
0.27893,3643.3,4455.3,9.4789,27.016,42.703,2711.0,75.878,120.38,0.32587,79.948,48.617,2639.9,24.141,50.58,3106.8,22.661,65.591,233.09,341.24,94.621,77.06,62.535,53.883,27.702,60.284,22.446,38.754,34.031,47.876,47.264,40.653,18.872
0.30611,3708.7,4551.5,9.3499,27.233,42.663,2709.3,75.258,120.4,0.33332,79.812,51.541,2637.7,26.241,51.439,3108.3,22.729,65.596,231.32,340.82,94.706,77.146,62.999,53.701,30.228,60.445,22.441,39.616,42.635,49.865,47.488,40.986,18.719
0.30603,3655.5,4487.5,9.1678,27.23,42.366,2708.1,75.311,120.41,0.33349,79.791,51.586,2637.4,25.731,49.894,3106.8,23.343,65.648,231.58,340.98,94.592,77.095,63.914,54.467,30.236,61.291,22.245,39.595,42.766,46.288,47.53,41.04,17.272
0.26946,3672.2,4480.8,9.3074,27.063,42.221,2710.0,75.101,120.44,0.32001,79.964,49.575,2639.0,23.9,50.195,3105.8,22.922,65.643,231.4,341.39,94.482,76.897,63.037,54.074,26.825,60.613,22.717,37.908,36.85,46.985,47.595,41.392,18.285
0.27114,3689.1,4497.1,9.2461,26.49,42.317,2707.5,75.936,120.39,0.32132,79.832,51.374,2636.1,24.366,51.994,3104.2,22.928,65.626,230.91,341.33,94.666,76.967,62.747,53.879,26.659,59.25,22.108,37.748,42.144,51.148,47.696,40.825,18.28
0.26839,3675.4,4502.3,9.2737,26.731,42.334,2706.5,74.369,120.39,0.33735,79.933,50.154,2635.6,25.173,50.805,3103.8,22.667,65.639,230.29,340.66,94.628,77.372,63.282,53.301,26.798,61.963,22.278,40.221,38.553,48.398,47.809,41.469,18.873
0.2693,3690.8,4456.4,9.1848,26.905,42.397,2706.7,75.578,120.41,0.33903,80.107,47.589,2635.8,24.202,49.287,3102.7,23.143,65.695,230.8,341.17,94.544,77.094,63.017,53.851,26.709,63.045,22.546,40.017,31.006,44.883,47.816,41.456,17.749
0.23949,3657.0,4480.4,9.2793,26.877,42.4,2703.9,75.575,120.41,0.33812,80.053,50.97,2632.7,25.22,49.278,3100.9,23.057,65.741,233.66,340.52,94.672,76.868,63.185,54.056,23.744,59.782,22.242,40.096,40.953,44.864,47.614,40.745,17.974
0.23961,3682.8,4516.7,9.3206,26.999,42.343,2702.6,75.375,120.38,0.33864,79.993,48.208,2631.5,23.28,50.541,3098.8,23.37,65.747,230.69,340.75,94.672,77.201,62.74,53.621,23.732,62.469,22.308,40.033,32.826,47.785,48.001,41.362,17.212
0.26825,3700.2,4504.0,9.3629,26.825,42.3,2701.6,75.065,120.4,0.33731,79.994,49.375,2630.0,25.219,49.246,3099.9,22.783,65.736,233.46,340.22,94.62,77.093,63.964,53.709,25.616,59.506,21.668,40.289,36.262,44.79,47.837,41.282,18.614
0.26406,3706.0,4521.0,9.2687,26.931,42.159,2700.9,74.429,120.39,0.33871,80.057,49.788,2629.7,24.942,50.337,3098.9,22.755,65.758,231.01,340.57,94.614,77.099,63.865,53.506,26.028,62.107,22.065,40.119,37.476,47.314,48.136,41.531,18.682
0.2473,3662.0,4541.5,9.3711,26.727,42.172,2701.3,76.151,120.4,0.32444,80.17,51.176,2629.7,25.397,48.951,3098.3,23.916,65.794,234.71,340.08,94.547,76.987,62.66,54.69,24.29,58.349,21.911,38.654,41.562,44.106,47.887,41.152,15.929
0.24643,3638.1,4592.3,9.164,26.766,41.875,2700.5,75.669,120.39,0.32435,80.14,51.953,2628.9,26.989,50.79,3098.2,23.424,65.824,232.55,339.97,94.765,76.961,63.071,54.082,24.375,63.046,21.778,38.666,43.848,48.362,48.159,40.249,17.103
0.29403,3632.7,4545.2,9.3315,26.542,42.445,2699.7,74.999,120.4,0.33241,80.063,51.132,2628.0,25.572,48.755,3098.3,23.096,65.834,233.24,339.63,94.54,77.037,63.625,54.048,29.026,62.452,21.733,39.047,41.43,43.652,47.988,41.002,17.884
0.29579,3637.9,4492.0,9.3187,26.716,42.077,2701.0,74.673,120.37,0.32934,80.146,50.187,2628.7,23.454,50.849,3100.3,23.243,65.802,234.1,339.55,94.779,77.266,63.535,54.685,28.853,61.375,21.481,39.421,38.65,48.498,47.909,39.557,17.513
